customer_id,first_name,last_name,gender,email,address,region,effective_date,end_date,is_current,version
C01858,Sam,Davis,M,c01858@example.com,123 Main St,West,2023-01-01,,True,1
C01534,Chris,Martinez,F,c01534@example.com,124 Main St,South,2023-01-01,,True,1
C00204,Taylor,Johnson,M,c00204@example.com,125 Main St,North,2023-01-01,,True,1
C02745,Jordan,Martinez,M,c02745@example.com,126 Main St,West,2023-01-01,,True,1
C00671,Casey,Johnson,M,c00671@example.com,127 Main St,Central,2023-01-01,,True,1
C02151,Jordan,Brown,M,c02151@example.com,128 Main St,West,2023-01-01,,True,1
C00811,Dana,Garcia,F,c00811@example.com,129 Main St,West,2023-01-01,,True,1
C01410,Sam,Wilson,F,c01410@example.com,130 Main St,South,2023-01-01,,True,1
C01266,Sam,Lee,F,c01266@example.com,131 Main St,East,2023-01-01,,True,1
C00545,Jamie,Garcia,F,c00545@example.com,132 Main St,Central,2023-01-01,,True,1
C00071,Jordan,Johnson,F,c00071@example.com,133 Main St,South,2023-01-01,2024-06-30,False,1
C00397,Taylor,Lee,M,c00397@example.com,134 Main St,North,2023-01-01,,True,1
C02759,Casey,Garcia,F,c02759@example.com,135 Main St,Central,2023-01-01,,True,1
C00724,Casey,Davis,M,c00724@example.com,136 Main St,Central,2023-01-01,,True,1
C00779,Dana,Martinez,M,c00779@example.com,137 Main St,South,2023-01-01,,True,1
C00893,Jamie,Johnson,F,c00893@example.com,138 Main St,Central,2023-01-01,,True,1
C02470,Alex,Wilson,F,c02470@example.com,139 Main St,West,2023-01-01,,True,1
C02411,Jordan,Lopez,M,c02411@example.com,140 Main St,West,2023-01-01,2024-06-30,False,1
C01106,Pat,Wilson,F,c01106@example.com,141 Main St,East,2023-01-01,,True,1
C00067,Alex,Wilson,F,c00067@example.com,142 Main St,South,2023-01-01,,True,1
C02388,Alex,Garcia,M,c02388@example.com,143 Main St,West,2023-01-01,,True,1
C01523,Morgan,Davis,F,c01523@example.com,144 Main St,Central,2023-01-01,2024-06-30,False,1
C01780,Chris,Davis,F,c01780@example.com,145 Main St,Central,2023-01-01,,True,1
C02079,Pat,Anderson,M,c02079@example.com,146 Main St,West,2023-01-01,,True,1
C02781,Pat,Wilson,M,c02781@example.com,147 Main St,South,2023-01-01,,True,1
C01029,Jamie,Wilson,F,c01029@example.com,148 Main St,South,2023-01-01,,True,1
C01056,Taylor,Martinez,M,c01056@example.com,149 Main St,North,2023-01-01,,True,1
C01591,Dana,Lee,F,c01591@example.com,150 Main St,South,2023-01-01,,True,1
C00161,Jordan,Lopez,F,c00161@example.com,151 Main St,West,2023-01-01,,True,1
C02454,Dana,Smith,F,c02454@example.com,152 Main St,North,2023-01-01,,True,1
C02005,Jordan,Anderson,M,c02005@example.com,153 Main St,Central,2023-01-01,2024-06-30,False,1
C01811,Jordan,Brown,M,c01811@example.com,154 Main St,West,2023-01-01,,True,1
C01795,Dana,Anderson,F,c01795@example.com,155 Main St,East,2023-01-01,,True,1
C01120,Morgan,Johnson,F,c01120@example.com,156 Main St,East,2023-01-01,,True,1
C02256,Jamie,Garcia,M,c02256@example.com,157 Main St,South,2023-01-01,,True,1
C02710,Jordan,Davis,F,c02710@example.com,158 Main St,North,2023-01-01,,True,1
C01221,Alex,Smith,F,c01221@example.com,159 Main St,North,2023-01-01,,True,1
C01195,Dana,Brown,M,c01195@example.com,160 Main St,Central,2023-01-01,,True,1
C02966,Casey,Lee,F,c02966@example.com,161 Main St,South,2023-01-01,2024-06-30,False,1
C01800,Casey,Brown,F,c01800@example.com,162 Main St,North,2023-01-01,,True,1
C02017,Chris,Martinez,F,c02017@example.com,163 Main St,West,2023-01-01,,True,1
C01299,Alex,Anderson,M,c01299@example.com,164 Main St,Central,2023-01-01,2024-06-30,False,1
C02264,Taylor,Martinez,M,c02264@example.com,165 Main St,North,2023-01-01,,True,1
C02114,Sam,Smith,F,c02114@example.com,166 Main St,East,2023-01-01,,True,1
C00723,Jamie,Lee,M,c00723@example.com,167 Main St,East,2023-01-01,,True,1
C01621,Taylor,Smith,F,c01621@example.com,168 Main St,North,2023-01-01,,True,1
C01685,Sam,Smith,M,c01685@example.com,169 Main St,East,2023-01-01,,True,1
C00962,Casey,Smith,M,c00962@example.com,170 Main St,West,2023-01-01,,True,1
C02458,Alex,Lee,F,c02458@example.com,171 Main St,Central,2023-01-01,,True,1
C02314,Taylor,Johnson,M,c02314@example.com,172 Main St,West,2023-01-01,,True,1
C02381,Dana,Brown,M,c02381@example.com,173 Main St,East,2023-01-01,,True,1
C00113,Dana,Davis,M,c00113@example.com,174 Main St,North,2023-01-01,,True,1
C00870,Dana,Johnson,M,c00870@example.com,175 Main St,North,2023-01-01,,True,1
C01108,Jamie,Johnson,M,c01108@example.com,176 Main St,Central,2023-01-01,2024-06-30,False,1
C01229,Alex,Davis,F,c01229@example.com,177 Main St,East,2023-01-01,,True,1
C02269,Alex,Wilson,F,c02269@example.com,178 Main St,East,2023-01-01,,True,1
C02242,Jamie,Lee,F,c02242@example.com,179 Main St,East,2023-01-01,,True,1
C01799,Casey,Anderson,M,c01799@example.com,180 Main St,South,2023-01-01,,True,1
C00584,Pat,Lopez,M,c00584@example.com,181 Main St,North,2023-01-01,,True,1
C00948,Taylor,Martinez,F,c00948@example.com,182 Main St,East,2023-01-01,,True,1
C01453,Pat,Martinez,F,c01453@example.com,183 Main St,Central,2023-01-01,,True,1
C00809,Chris,Lee,M,c00809@example.com,184 Main St,South,2023-01-01,,True,1
C00853,Pat,Anderson,F,c00853@example.com,185 Main St,East,2023-01-01,,True,1
C02412,Sam,Wilson,F,c02412@example.com,186 Main St,North,2023-01-01,,True,1
C01935,Pat,Wilson,M,c01935@example.com,187 Main St,South,2023-01-01,,True,1
C01750,Dana,Brown,F,c01750@example.com,188 Main St,West,2023-01-01,,True,1
C02540,Casey,Anderson,F,c02540@example.com,189 Main St,Central,2023-01-01,,True,1
C01525,Morgan,Martinez,M,c01525@example.com,190 Main St,North,2023-01-01,,True,1
C01603,Jamie,Garcia,M,c01603@example.com,191 Main St,West,2023-01-01,,True,1
C02095,Chris,Brown,F,c02095@example.com,192 Main St,North,2023-01-01,,True,1
C01483,Dana,Johnson,F,c01483@example.com,193 Main St,Central,2023-01-01,,True,1
C00732,Pat,Brown,O,c00732@example.com,194 Main St,East,2023-01-01,,True,1
C02430,Pat,Davis,M,c02430@example.com,195 Main St,West,2023-01-01,,True,1
C00050,Chris,Lee,F,c00050@example.com,196 Main St,West,2023-01-01,,True,1
C01974,Jordan,Lee,F,c01974@example.com,197 Main St,South,2023-01-01,2024-06-30,False,1
C02707,Sam,Lee,F,c02707@example.com,198 Main St,East,2023-01-01,,True,1
C01615,Jordan,Wilson,F,c01615@example.com,199 Main St,Central,2023-01-01,,True,1
C00892,Jordan,Smith,M,c00892@example.com,200 Main St,South,2023-01-01,,True,1
C00133,Sam,Garcia,F,c00133@example.com,201 Main St,West,2023-01-01,,True,1
C02357,Casey,Wilson,F,c02357@example.com,202 Main St,North,2023-01-01,,True,1
C01022,Alex,Davis,M,c01022@example.com,203 Main St,Central,2023-01-01,,True,1
C00178,Jordan,Smith,F,c00178@example.com,204 Main St,South,2023-01-01,,True,1
C01797,Morgan,Brown,O,c01797@example.com,205 Main St,East,2023-01-01,,True,1
C00784,Chris,Martinez,F,c00784@example.com,206 Main St,North,2023-01-01,,True,1
C02196,Sam,Garcia,F,c02196@example.com,207 Main St,South,2023-01-01,,True,1
C02031,Morgan,Johnson,F,c02031@example.com,208 Main St,Central,2023-01-01,,True,1
C00712,Pat,Smith,M,c00712@example.com,209 Main St,North,2023-01-01,,True,1
C00996,Morgan,Brown,M,c00996@example.com,210 Main St,South,2023-01-01,,True,1
C01163,Jamie,Anderson,O,c01163@example.com,211 Main St,South,2023-01-01,,True,1
C00786,Jamie,Garcia,M,c00786@example.com,212 Main St,Central,2023-01-01,,True,1
C01488,Chris,Brown,F,c01488@example.com,213 Main St,East,2023-01-01,2024-06-30,False,1
C00360,Sam,Lee,M,c00360@example.com,214 Main St,North,2023-01-01,2024-06-30,False,1
C02493,Jamie,Anderson,M,c02493@example.com,215 Main St,South,2023-01-01,,True,1
C02541,Chris,Lopez,M,c02541@example.com,216 Main St,Central,2023-01-01,,True,1
C02203,Dana,Martinez,F,c02203@example.com,217 Main St,South,2023-01-01,,True,1
C00567,Alex,Lee,M,c00567@example.com,218 Main St,Central,2023-01-01,,True,1
C02385,Jordan,Martinez,F,c02385@example.com,219 Main St,Central,2023-01-01,,True,1
C00311,Sam,Anderson,F,c00311@example.com,220 Main St,South,2023-01-01,,True,1
C00215,Jordan,Lopez,F,c00215@example.com,221 Main St,Central,2023-01-01,,True,1
C01512,Morgan,Davis,F,c01512@example.com,222 Main St,North,2023-01-01,,True,1
C01279,Pat,Smith,F,c01279@example.com,223 Main St,Central,2023-01-01,,True,1
C01284,Chris,Martinez,M,c01284@example.com,224 Main St,East,2023-01-01,,True,1
C00753,Jordan,Smith,F,c00753@example.com,225 Main St,East,2023-01-01,,True,1
C01311,Jordan,Brown,F,c01311@example.com,226 Main St,Central,2023-01-01,2024-06-30,False,1
C00436,Sam,Anderson,F,c00436@example.com,227 Main St,North,2023-01-01,,True,1
C02858,Morgan,Lee,F,c02858@example.com,228 Main St,West,2023-01-01,2024-06-30,False,1
C02734,Jamie,Davis,M,c02734@example.com,229 Main St,West,2023-01-01,,True,1
C00661,Morgan,Johnson,F,c00661@example.com,230 Main St,North,2023-01-01,2024-06-30,False,1
C00968,Jamie,Brown,F,c00968@example.com,231 Main St,East,2023-01-01,,True,1
C01422,Sam,Garcia,M,c01422@example.com,232 Main St,Central,2023-01-01,,True,1
C01040,Pat,Johnson,M,c01040@example.com,233 Main St,South,2023-01-01,,True,1
C00908,Taylor,Wilson,M,c00908@example.com,234 Main St,Central,2023-01-01,,True,1
C00957,Jordan,Johnson,M,c00957@example.com,235 Main St,Central,2023-01-01,,True,1
C00079,Dana,Martinez,F,c00079@example.com,236 Main St,West,2023-01-01,,True,1
C00909,Taylor,Lopez,M,c00909@example.com,237 Main St,Central,2023-01-01,,True,1
C00441,Alex,Davis,F,c00441@example.com,238 Main St,West,2023-01-01,,True,1
C01506,Morgan,Martinez,F,c01506@example.com,239 Main St,South,2023-01-01,,True,1
C00027,Jordan,Lopez,F,c00027@example.com,240 Main St,Central,2023-01-01,,True,1
C02341,Casey,Garcia,F,c02341@example.com,241 Main St,North,2023-01-01,,True,1
C01119,Jamie,Anderson,M,c01119@example.com,242 Main St,Central,2023-01-01,,True,1
C01228,Jordan,Wilson,M,c01228@example.com,243 Main St,North,2023-01-01,2024-06-30,False,1
C00099,Pat,Johnson,M,c00099@example.com,244 Main St,West,2023-01-01,2024-06-30,False,1
C00289,Alex,Martinez,M,c00289@example.com,245 Main St,Central,2023-01-01,,True,1
C02720,Taylor,Anderson,F,c02720@example.com,246 Main St,West,2023-01-01,,True,1
C02507,Jamie,Davis,M,c02507@example.com,247 Main St,North,2023-01-01,,True,1
C01083,Taylor,Wilson,F,c01083@example.com,248 Main St,West,2023-01-01,2024-06-30,False,1
C00435,Sam,Garcia,F,c00435@example.com,249 Main St,East,2023-01-01,,True,1
C01151,Sam,Martinez,M,c01151@example.com,250 Main St,North,2023-01-01,,True,1
C01180,Sam,Wilson,M,c01180@example.com,251 Main St,West,2023-01-01,,True,1
C01324,Jamie,Anderson,F,c01324@example.com,252 Main St,Central,2023-01-01,,True,1
C00886,Dana,Martinez,F,c00886@example.com,253 Main St,West,2023-01-01,,True,1
C01845,Jordan,Smith,F,c01845@example.com,254 Main St,South,2023-01-01,,True,1
C02916,Taylor,Brown,M,c02916@example.com,255 Main St,North,2023-01-01,,True,1
C00868,Taylor,Brown,M,c00868@example.com,256 Main St,West,2023-01-01,,True,1
C00258,Jamie,Lee,M,c00258@example.com,257 Main St,East,2023-01-01,,True,1
C00520,Dana,Lopez,M,c00520@example.com,258 Main St,South,2023-01-01,,True,1
C00104,Casey,Martinez,F,c00104@example.com,259 Main St,North,2023-01-01,,True,1
C01487,Alex,Davis,F,c01487@example.com,260 Main St,South,2023-01-01,,True,1
C01796,Morgan,Wilson,M,c01796@example.com,261 Main St,Central,2023-01-01,,True,1
C00469,Taylor,Lopez,M,c00469@example.com,262 Main St,East,2023-01-01,,True,1
C01587,Pat,Lee,F,c01587@example.com,263 Main St,Central,2023-01-01,,True,1
C02420,Chris,Brown,F,c02420@example.com,264 Main St,West,2023-01-01,,True,1
C00091,Jamie,Smith,F,c00091@example.com,265 Main St,South,2023-01-01,,True,1
C00953,Jordan,Brown,F,c00953@example.com,266 Main St,Central,2023-01-01,,True,1
C01779,Taylor,Wilson,M,c01779@example.com,267 Main St,West,2023-01-01,,True,1
C00492,Taylor,Garcia,F,c00492@example.com,268 Main St,East,2023-01-01,,True,1
C01617,Casey,Lee,F,c01617@example.com,269 Main St,Central,2023-01-01,,True,1
C00383,Pat,Johnson,F,c00383@example.com,270 Main St,South,2023-01-01,,True,1
C01550,Dana,Martinez,M,c01550@example.com,271 Main St,Central,2023-01-01,,True,1
C00861,Taylor,Brown,F,c00861@example.com,272 Main St,East,2023-01-01,,True,1
C00002,Sam,Martinez,M,c00002@example.com,273 Main St,West,2023-01-01,,True,1
C00478,Alex,Lee,F,c00478@example.com,274 Main St,Central,2023-01-01,,True,1
C00122,Casey,Lee,M,c00122@example.com,275 Main St,Central,2023-01-01,,True,1
C01546,Taylor,Smith,F,c01546@example.com,276 Main St,North,2023-01-01,,True,1
C01934,Pat,Wilson,M,c01934@example.com,277 Main St,West,2023-01-01,,True,1
C00274,Jordan,Davis,F,c00274@example.com,278 Main St,North,2023-01-01,2024-06-30,False,1
C02075,Sam,Wilson,F,c02075@example.com,279 Main St,North,2023-01-01,,True,1
C02760,Taylor,Smith,M,c02760@example.com,280 Main St,East,2023-01-01,,True,1
C01700,Taylor,Lopez,F,c01700@example.com,281 Main St,East,2023-01-01,,True,1
C01658,Casey,Johnson,M,c01658@example.com,282 Main St,South,2023-01-01,,True,1
C01529,Jordan,Lee,M,c01529@example.com,283 Main St,West,2023-01-01,,True,1
C00351,Sam,Smith,F,c00351@example.com,284 Main St,West,2023-01-01,,True,1
C02313,Chris,Davis,F,c02313@example.com,285 Main St,East,2023-01-01,,True,1
C02641,Jordan,Garcia,M,c02641@example.com,286 Main St,East,2023-01-01,,True,1
C02938,Taylor,Lee,M,c02938@example.com,287 Main St,North,2023-01-01,,True,1
C02842,Pat,Brown,M,c02842@example.com,288 Main St,East,2023-01-01,,True,1
C02013,Sam,Anderson,F,c02013@example.com,289 Main St,Central,2023-01-01,,True,1
C02598,Alex,Martinez,M,c02598@example.com,290 Main St,West,2023-01-01,,True,1
C00573,Morgan,Martinez,M,c00573@example.com,291 Main St,South,2023-01-01,,True,1
C01874,Casey,Johnson,F,c01874@example.com,292 Main St,North,2023-01-01,,True,1
C00843,Casey,Davis,F,c00843@example.com,293 Main St,Central,2023-01-01,,True,1
C01784,Pat,Johnson,M,c01784@example.com,294 Main St,East,2023-01-01,,True,1
C00946,Chris,Wilson,M,c00946@example.com,295 Main St,South,2023-01-01,,True,1
C00059,Dana,Johnson,M,c00059@example.com,296 Main St,East,2023-01-01,,True,1
C02085,Alex,Garcia,F,c02085@example.com,297 Main St,Central,2023-01-01,,True,1
C02008,Jamie,Lopez,M,c02008@example.com,298 Main St,South,2023-01-01,,True,1
C01408,Dana,Lopez,M,c01408@example.com,299 Main St,East,2023-01-01,,True,1
C02886,Jordan,Brown,M,c02886@example.com,100 Main St,Central,2023-01-01,,True,1
C00875,Morgan,Davis,F,c00875@example.com,101 Main St,Central,2023-01-01,,True,1
C02040,Chris,Lopez,M,c02040@example.com,102 Main St,South,2023-01-01,,True,1
C01033,Jamie,Lopez,F,c01033@example.com,103 Main St,Central,2023-01-01,,True,1
C01717,Chris,Garcia,F,c01717@example.com,104 Main St,East,2023-01-01,,True,1
C01484,Jamie,Anderson,F,c01484@example.com,105 Main St,South,2023-01-01,,True,1
C00070,Morgan,Johnson,F,c00070@example.com,106 Main St,North,2023-01-01,,True,1
C00338,Pat,Johnson,F,c00338@example.com,107 Main St,Central,2023-01-01,,True,1
C02967,Chris,Garcia,M,c02967@example.com,108 Main St,East,2023-01-01,,True,1
C01126,Jordan,Brown,F,c01126@example.com,109 Main St,South,2023-01-01,,True,1
C02294,Morgan,Brown,F,c02294@example.com,110 Main St,North,2023-01-01,,True,1
C00831,Taylor,Lee,F,c00831@example.com,111 Main St,North,2023-01-01,,True,1
C02236,Sam,Wilson,M,c02236@example.com,112 Main St,West,2023-01-01,,True,1
C02014,Chris,Lopez,F,c02014@example.com,113 Main St,West,2023-01-01,,True,1
C02231,Taylor,Brown,M,c02231@example.com,114 Main St,South,2023-01-01,,True,1
C01948,Morgan,Davis,M,c01948@example.com,115 Main St,Central,2023-01-01,,True,1
C02504,Casey,Lopez,F,c02504@example.com,116 Main St,East,2023-01-01,,True,1
C01756,Sam,Martinez,F,c01756@example.com,117 Main St,Central,2023-01-01,,True,1
C00387,Sam,Johnson,F,c00387@example.com,118 Main St,East,2023-01-01,,True,1
C02260,Morgan,Lopez,F,c02260@example.com,119 Main St,East,2023-01-01,,True,1
C00998,Pat,Lee,M,c00998@example.com,120 Main St,West,2023-01-01,,True,1
C01609,Alex,Brown,F,c01609@example.com,121 Main St,West,2023-01-01,,True,1
C00818,Casey,Brown,M,c00818@example.com,122 Main St,Central,2023-01-01,,True,1
C01588,Chris,Davis,F,c01588@example.com,123 Main St,South,2023-01-01,,True,1
C02571,Morgan,Lopez,F,c02571@example.com,124 Main St,East,2023-01-01,,True,1
C02570,Jordan,Wilson,F,c02570@example.com,125 Main St,West,2023-01-01,,True,1
C01235,Casey,Smith,M,c01235@example.com,126 Main St,South,2023-01-01,,True,1
C00012,Pat,Smith,F,c00012@example.com,127 Main St,West,2023-01-01,,True,1
C00470,Alex,Davis,F,c00470@example.com,128 Main St,East,2023-01-01,2024-06-30,False,1
C00378,Jordan,Brown,F,c00378@example.com,129 Main St,North,2023-01-01,2024-06-30,False,1
C02845,Morgan,Anderson,M,c02845@example.com,130 Main St,West,2023-01-01,,True,1
C00639,Taylor,Lopez,F,c00639@example.com,131 Main St,South,2023-01-01,,True,1
C01735,Casey,Garcia,F,c01735@example.com,132 Main St,Central,2023-01-01,,True,1
C02265,Casey,Smith,M,c02265@example.com,133 Main St,Central,2023-01-01,,True,1
C02413,Sam,Johnson,O,c02413@example.com,134 Main St,East,2023-01-01,,True,1
C00941,Pat,Anderson,M,c00941@example.com,135 Main St,North,2023-01-01,,True,1
C00686,Jordan,Lee,F,c00686@example.com,136 Main St,West,2023-01-01,,True,1
C00956,Casey,Johnson,F,c00956@example.com,137 Main St,West,2023-01-01,,True,1
C02179,Morgan,Wilson,F,c02179@example.com,138 Main St,North,2023-01-01,,True,1
C01870,Dana,Davis,M,c01870@example.com,139 Main St,East,2023-01-01,,True,1
C01898,Sam,Johnson,M,c01898@example.com,140 Main St,East,2023-01-01,,True,1
C01501,Jordan,Davis,M,c01501@example.com,141 Main St,South,2023-01-01,,True,1
C01881,Alex,Anderson,F,c01881@example.com,142 Main St,South,2023-01-01,2024-06-30,False,1
C00533,Jamie,Smith,M,c00533@example.com,143 Main St,South,2023-01-01,,True,1
C02843,Morgan,Garcia,F,c02843@example.com,144 Main St,East,2023-01-01,,True,1
C00144,Pat,Garcia,F,c00144@example.com,145 Main St,West,2023-01-01,,True,1
C01600,Jordan,Wilson,M,c01600@example.com,146 Main St,Central,2023-01-01,,True,1
C01598,Taylor,Brown,F,c01598@example.com,147 Main St,East,2023-01-01,,True,1
C01665,Jordan,Brown,F,c01665@example.com,148 Main St,North,2023-01-01,,True,1
C00358,Taylor,Martinez,F,c00358@example.com,149 Main St,Central,2023-01-01,2024-06-30,False,1
C02923,Sam,Johnson,F,c02923@example.com,150 Main St,East,2023-01-01,,True,1
C02310,Alex,Anderson,F,c02310@example.com,151 Main St,East,2023-01-01,,True,1
C01944,Pat,Martinez,M,c01944@example.com,152 Main St,South,2023-01-01,,True,1
C00508,Alex,Davis,M,c00508@example.com,153 Main St,West,2023-01-01,,True,1
C00647,Sam,Brown,O,c00647@example.com,154 Main St,West,2023-01-01,,True,1
C01980,Jordan,Anderson,M,c01980@example.com,155 Main St,Central,2023-01-01,,True,1
C01619,Pat,Wilson,M,c01619@example.com,156 Main St,East,2023-01-01,,True,1
C01102,Casey,Garcia,F,c01102@example.com,157 Main St,South,2023-01-01,,True,1
C02290,Jamie,Lee,F,c02290@example.com,158 Main St,North,2023-01-01,,True,1
C02696,Dana,Wilson,M,c02696@example.com,159 Main St,East,2023-01-01,,True,1
C01061,Morgan,Smith,M,c01061@example.com,160 Main St,South,2023-01-01,,True,1
C00745,Jamie,Lopez,F,c00745@example.com,161 Main St,North,2023-01-01,,True,1
C02195,Casey,Smith,F,c02195@example.com,162 Main St,North,2023-01-01,,True,1
C00359,Chris,Anderson,M,c00359@example.com,163 Main St,Central,2023-01-01,,True,1
C00138,Chris,Lopez,F,c00138@example.com,164 Main St,West,2023-01-01,,True,1
C02170,Chris,Garcia,F,c02170@example.com,165 Main St,West,2023-01-01,,True,1
C00644,Taylor,Davis,F,c00644@example.com,166 Main St,Central,2023-01-01,,True,1
C01769,Morgan,Lopez,M,c01769@example.com,167 Main St,East,2023-01-01,2024-06-30,False,1
C02565,Jamie,Smith,F,c02565@example.com,168 Main St,South,2023-01-01,,True,1
C02429,Taylor,Smith,M,c02429@example.com,169 Main St,West,2023-01-01,,True,1
C01352,Jamie,Davis,F,c01352@example.com,170 Main St,Central,2023-01-01,,True,1
C02976,Jamie,Smith,M,c02976@example.com,171 Main St,West,2023-01-01,,True,1
C00714,Alex,Brown,F,c00714@example.com,172 Main St,West,2023-01-01,2024-06-30,False,1
C02194,Jordan,Martinez,F,c02194@example.com,173 Main St,West,2023-01-01,,True,1
C01239,Jamie,Johnson,M,c01239@example.com,174 Main St,East,2023-01-01,,True,1
C02243,Alex,Anderson,M,c02243@example.com,175 Main St,Central,2023-01-01,,True,1
C00008,Dana,Garcia,M,c00008@example.com,176 Main St,West,2023-01-01,,True,1
C01191,Taylor,Anderson,F,c01191@example.com,177 Main St,West,2023-01-01,,True,1
C01536,Dana,Anderson,F,c01536@example.com,178 Main St,Central,2023-01-01,,True,1
C00143,Sam,Anderson,M,c00143@example.com,179 Main St,North,2023-01-01,,True,1
C00017,Sam,Martinez,F,c00017@example.com,180 Main St,East,2023-01-01,,True,1
C01146,Taylor,Garcia,M,c01146@example.com,181 Main St,East,2023-01-01,,True,1
C01775,Taylor,Anderson,M,c01775@example.com,182 Main St,South,2023-01-01,,True,1
C00696,Jordan,Lopez,F,c00696@example.com,183 Main St,South,2023-01-01,,True,1
C01122,Alex,Brown,M,c01122@example.com,184 Main St,North,2023-01-01,,True,1
C02501,Jordan,Lopez,M,c02501@example.com,185 Main St,South,2023-01-01,,True,1
C01017,Casey,Lee,F,c01017@example.com,186 Main St,West,2023-01-01,2024-06-30,False,1
C00092,Sam,Davis,M,c00092@example.com,187 Main St,West,2023-01-01,,True,1
C00906,Jordan,Garcia,F,c00906@example.com,188 Main St,South,2023-01-01,,True,1
C02025,Casey,Garcia,F,c02025@example.com,189 Main St,East,2023-01-01,,True,1
C02943,Casey,Martinez,F,c02943@example.com,190 Main St,North,2023-01-01,,True,1
C01402,Morgan,Garcia,F,c01402@example.com,191 Main St,West,2023-01-01,,True,1
C02664,Jamie,Smith,M,c02664@example.com,192 Main St,North,2023-01-01,,True,1
C01952,Taylor,Wilson,M,c01952@example.com,193 Main St,South,2023-01-01,,True,1
C02440,Jordan,Brown,F,c02440@example.com,194 Main St,Central,2023-01-01,,True,1
C00748,Morgan,Garcia,M,c00748@example.com,195 Main St,North,2023-01-01,,True,1
C02599,Dana,Smith,F,c02599@example.com,196 Main St,North,2023-01-01,,True,1
C01676,Dana,Lee,F,c01676@example.com,197 Main St,South,2023-01-01,,True,1
C02418,Morgan,Lee,F,c02418@example.com,198 Main St,South,2023-01-01,,True,1
C02292,Alex,Lopez,M,c02292@example.com,199 Main St,West,2023-01-01,,True,1
C01977,Morgan,Lopez,O,c01977@example.com,200 Main St,Central,2023-01-01,,True,1
C02865,Casey,Wilson,O,c02865@example.com,201 Main St,Central,2023-01-01,,True,1
C01144,Jamie,Anderson,M,c01144@example.com,202 Main St,North,2023-01-01,,True,1
C02312,Jordan,Davis,M,c02312@example.com,203 Main St,Central,2023-01-01,,True,1
C02254,Jordan,Martinez,M,c02254@example.com,204 Main St,South,2023-01-01,,True,1
C01067,Casey,Lopez,M,c01067@example.com,205 Main St,South,2023-01-01,,True,1
C02399,Taylor,Lee,F,c02399@example.com,206 Main St,South,2023-01-01,2024-06-30,False,1
C02217,Jamie,Anderson,F,c02217@example.com,207 Main St,North,2023-01-01,,True,1
C00031,Alex,Anderson,M,c00031@example.com,208 Main St,East,2023-01-01,,True,1
C01759,Chris,Anderson,F,c01759@example.com,209 Main St,South,2023-01-01,2024-06-30,False,1
C02987,Pat,Lopez,F,c02987@example.com,210 Main St,Central,2023-01-01,2024-06-30,False,1
C01844,Jordan,Lee,F,c01844@example.com,211 Main St,Central,2023-01-01,2024-06-30,False,1
C00485,Pat,Johnson,M,c00485@example.com,212 Main St,South,2023-01-01,,True,1
C02600,Taylor,Wilson,M,c02600@example.com,213 Main St,East,2023-01-01,2024-06-30,False,1
C00851,Pat,Smith,F,c00851@example.com,214 Main St,North,2023-01-01,,True,1
C02492,Jamie,Anderson,F,c02492@example.com,215 Main St,South,2023-01-01,,True,1
C01156,Pat,Anderson,F,c01156@example.com,216 Main St,North,2023-01-01,,True,1
